 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682        0.1530811529640682         0.000000000000000     
 #Kpoint 
   0.1530811529640682       -0.1530811529640682         0.000000000000000     
            1  -0.7271868543601762     
            1            1  (-3.5144028564137515E-002,6.6777300446487428E-002)
            1            2  (5.9497983456328896E-004,-3.3346563734975589E-003)
            1            3  (1.0819761438199196E-002,-2.4132367786933524E-002)
            1            4  (-2.4636890121421669E-003,-6.5925014882346946E-003)
            2            1  (-2.3874612863868359E-002,4.0492714587332675E-002)
            2            2  (-9.0131385873913721E-003,1.9533110524826351E-003)
            2            3  (3.0794672995562893E-003,2.5356386410286084E-003)
            2            4  (-1.6716945562403242E-003,9.5535832318276726E-003)
            3            1  (-0.1091865664054931,0.1476360366913926)
            3            2  (-4.6663979195471165E-003,1.1279438793831647E-002)
            3            3  (5.5835914291501698E-002,-7.1366739605450882E-002)
            3            4  (-1.7954968656636597E-002,2.4956736290480685E-002)
            4            1  (-7.8944169080586712E-003,1.4403638442394928E-002)
            4            2  (1.9471869655508247E-003,5.5760621589873150E-004)
            4            3  (6.5132146298609093E-004,-8.1335858154816447E-004)
            4            4  (-1.3052984673479460E-003,-1.0838161125621239E-003)
            5            1  (-5.6948048695325600E-003,1.2775951120278527E-002)
            5            2  (-6.3686474318881399E-004,2.0078041582703552E-004)
            5            3  (2.7201448836782676E-003,1.0314471978951261E-002)
            5            4  (-1.0632624090629185E-003,1.1036912693362579E-003)
            6            1  (-4.2864599035696170E-003,8.8273336271555113E-003)
            6            2  (-7.9969679226539296E-004,7.8405000727755356E-004)
            6            3  (1.6675912283053555E-003,-1.3264210344474353E-004)
            6            4  (-1.6783451125144306E-003,-6.8697268632049685E-004)
            7            1  (-9.9804043372384819E-003,9.6392741528174494E-003)
            7            2  (-2.8721818082305385E-004,6.3684255473332946E-004)
            7            3  (-9.1813229417373398E-004,-9.8880549393721550E-004)
            7            4  (1.1200090513182261E-003,3.8254162723101167E-004)
