 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
            1  -0.7929354420550330     
            1            1  (0.2068886180359674,0.000000000000000)
            1            2  (4.9597498937768769E-002,0.000000000000000)
            1            3  (-9.3062399737847440E-004,0.000000000000000)
            1            4  (-6.0674546796298210E-005,0.000000000000000)
            1            5  (5.9513550526118453E-002,0.000000000000000)
            1            6  (3.8651147838473718E-004,0.000000000000000)
            1            7  (6.4606410551069619E-005,0.000000000000000)
            1            8  (2.5218855950682264E-002,0.000000000000000)
            1            9  (-1.5248333234454306E-005,0.000000000000000)
            1           10  (-2.7662717342553777E-006,0.000000000000000)
            1           11  (-9.7664135342568296E-003,0.000000000000000)
            1           12  (1.7858273376034776E-006,0.000000000000000)
            1           13  (-1.0729922313363489E-002,0.000000000000000)
            1           14  (-1.8901548025487187E-005,0.000000000000000)
            1           15  (5.9811875283917638E-006,0.000000000000000)
            1           16  (-7.4753080776617832E-003,0.000000000000000)
            1           17  (-2.5792983689445451E-006,0.000000000000000)
            1           18  (-1.2827449936177640E-003,0.000000000000000)
            2            1  (0.2067583773053424,0.000000000000000)
            2            2  (4.9533897396176876E-002,0.000000000000000)
            2            3  (-4.8915822870690961E-002,0.000000000000000)
            2            4  (-4.3137520536047741E-005,0.000000000000000)
            2            5  (2.7481232876563372E-002,0.000000000000000)
            2            6  (-2.3343389815069920E-002,0.000000000000000)
            2            7  (7.9981344686075437E-005,0.000000000000000)
            2            8  (1.3718488266447511E-002,0.000000000000000)
            2            9  (-9.4525808196078004E-003,0.000000000000000)
            2           10  (-4.3981002965014881E-006,0.000000000000000)
            2           11  (-9.1336690224563238E-003,0.000000000000000)
            2           12  (-5.2599949085849535E-006,0.000000000000000)
