 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
 #Kpoint 
    0.000000000000000         0.000000000000000         0.000000000000000     
            1  -0.7870168079307576     
            1            1  (0.2698120464412513,0.000000000000000)
            1            2  (7.4183592786559501E-003,0.000000000000000)
            1            3  (2.4023636224107268E-002,0.000000000000000)
            1            4  (3.3697738720227959E-003,0.000000000000000)
            1            5  (2.4710153348104860E-005,0.000000000000000)
            1            6  (-7.2895350870452909E-003,0.000000000000000)
            1            7  (-4.3050620887229588E-003,0.000000000000000)
            1            8  (-6.7261457301018008E-005,0.000000000000000)
            1            9  (4.0007164346081599E-002,0.000000000000000)
            1           10  (7.5295990940473813E-004,0.000000000000000)
            1           11  (7.0100083761283021E-005,0.000000000000000)
            1           12  (3.5071580702375656E-002,0.000000000000000)
            1           13  (-3.4838972611523120E-004,0.000000000000000)
            1           14  (-2.7383199985159545E-005,0.000000000000000)
            1           15  (-1.5742564412163109E-003,0.000000000000000)
            1           16  (-1.9407316761309687E-006,0.000000000000000)
            1           17  (-2.2822172998083886E-003,0.000000000000000)
            1           18  (2.0324188757918533E-005,0.000000000000000)
            1           19  (-6.3449094690437234E-006,0.000000000000000)
            1           20  (-1.0289579454726160E-003,0.000000000000000)
            1           21  (-9.9974133716569517E-006,0.000000000000000)
            1           22  (9.0727066472060351E-003,0.000000000000000)
            1           23  (-3.2406080991094962E-005,0.000000000000000)
            1           24  (8.3682142050785627E-006,0.000000000000000)
            1           25  (-7.1819852516405176E-003,0.000000000000000)
            1           26  (2.3915725124422409E-006,0.000000000000000)
            1           27  (-3.7761270938600640E-003,0.000000000000000)
            2            1  (0.2494201073028812,0.000000000000000)
            2            2  (2.5349961091288856E-002,0.000000000000000)
            2            3  (2.4126290309541356E-002,0.000000000000000)
            2            4  (3.8054067848282358E-002,0.000000000000000)
            2            5  (2.2794925586962525E-006,0.000000000000000)
            2            6  (-1.5055623386243068E-002,0.000000000000000)
            2            7  (-6.3090760716916952E-002,0.000000000000000)
            2            8  (-2.1535929014320452E-005,0.000000000000000)
            2            9  (2.8121118629506728E-002,0.000000000000000)
            2           10  (-2.9907154654840305E-002,0.000000000000000)
            2           11  (7.8189222067434936E-005,0.000000000000000)
            2           12  (1.8495530410061491E-002,0.000000000000000)
            2           13  (-2.0805836231563755E-003,0.000000000000000)
            2           14  (-2.1182321005762561E-005,0.000000000000000)
            2           15  (5.5922672758548884E-004,0.000000000000000)
            2           16  (-1.2362406974850245E-005,0.000000000000000)
            2           17  (1.3229719100235349E-003,0.000000000000000)
            2           18  (8.0075605626194167E-003,0.000000000000000)
